"created_date","agency","complaint_type","descriptor","borough","incident_zip","latitude","longitude","location_type","street_name","status","resolution_description"
"2026-03-17T08:23:39.000","DSNY","Missed Collection","Trash","STATEN ISLAND","10303","40.635446719300404","-74.16138762790605","Street","LOCKMAN AVENUE","Closed","The Department of Sanitation collected the requested items."
"2026-03-17T08:23:32.000","DSNY","Missed Collection","Bulky Trash","STATEN ISLAND","10314","40.60207370825235","-74.13034412110903","Street","WELLBROOK AVENUE","Closed","The Department of Sanitation collected the requested items."
"2026-03-17T08:21:59.000","DOT","Street Condition","Pothole","BROOKLYN","11228",,,,"76 STREET","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:21:57.000","DPR","Damaged Tree","Entire Tree Has Fallen Down","QUEENS","11411","40.68738113631294","-73.73508010433787","Street","229 STREET","Closed","NYC Parks performed the work necessary to correct the condition."
"2026-03-17T08:21:41.000","DPR","Damaged Tree","Branch or Limb Has Fallen Down","BROOKLYN","11209","40.63170190806471","-74.01943329385263","Street","OVINGTON AVENUE","Closed","NYC Parks performed the work necessary to correct the condition."
"2026-03-17T08:21:34.000","DSNY","Missed Collection","Recycling - Paper/Metal/Glass/Rigid Plastic","STATEN ISLAND","10305","40.608282667188064","-74.0788151780012","Street","TONE LANE","Closed","The Department of Sanitation collected the requested items."
"2026-03-17T08:21:32.000","DSNY","Missed Collection","Recycling - Paper/Metal/Glass/Rigid Plastic","STATEN ISLAND","10302","40.6351599644544","-74.14374687494937","Street","JOHN STREET","Closed","The Department of Sanitation collected the requested items."
"2026-03-17T08:21:15.000","DSNY","Missed Collection","Recycling - Paper/Metal/Glass/Rigid Plastic","BROOKLYN","11231","40.679525868774256","-74.00066698878538","Street","3 PLACE","Closed","The Department of Sanitation collected the requested items."
"2026-03-17T08:21:12.000","DSNY","Missed Collection","Trash","QUEENS","11432","40.72540555463677","-73.78717408327965","Street","80 DRIVE","Closed","The Department of Sanitation investigated this complaint and found no condition at the location."
"2026-03-17T08:20:48.000","DPR","Damaged Tree","Branch or Limb Has Fallen Down","QUEENS","11365","40.731176917077256","-73.79271220098695","Street","JEWEL AVENUE","Closed","NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees."
"2026-03-17T08:20:00.000","DEP","Water System","Hydrant Running Full (WA4)","BROOKLYN","11238","40.6728326974985","-73.96906924545588",,"GRAND ARMY PLAZA","Closed","The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:20:00.000","DEP","Water System","Hydrant Running (WC3)","BROOKLYN","11238","40.663707196099814","-73.96278364178595",,"FLATBUSH AVENUE","Closed","The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint."
"2026-03-17T08:19:52.000","DOT","Street Condition","Pothole","QUEENS","11365",,,,"UNDERHILL AVENUE","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:19:13.000","DOT","Street Condition","Pothole","MANHATTAN","10004",,,,"SOUTH STREET","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:18:18.000","DOT","Street Condition","Pothole","QUEENS","11419",,,,"114 STREET","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T08:18:00.000","DOT","Street Light Condition","Street Light Out","QUEENS","11355","40.75161564049837","-73.83415502974147",,"FOWLER AVENUE","Open",
"2026-03-17T08:17:00.000","DEP","Sewer","Street Flooding (SJ)","BRONX","10465","40.83118412506206","-73.81864239087109",,"VINCENT AVENUE","Closed","The Department of Environmental Protection investigated this complaint and referred it to another agency or utility for further action."
"2026-03-17T08:17:00.000","DEP","Water System","Hydrant Running Full (WA4)","BROOKLYN","11238","40.671108700564325","-73.96805346597577",,"FLATBUSH AVENUE","Closed","The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:17:00.000","DSNY","Missed Collection","Bulky Recycling","STATEN ISLAND","10306","40.56493173327541","-74.13680413473801","Street","CORONA AVENUE","Closed","The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request."
"2026-03-17T08:16:02.000","DPR","Damaged Tree","Branch or Limb Has Fallen Down","QUEENS","11104","40.74689076643809","-73.92079708579764","Street","43 STREET","Closed","NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees."
"2026-03-17T08:16:00.000","DEP","Water System","No Water (WNW)","MANHATTAN","10001","40.74796067203138","-73.99126971199173",,"WEST   30 STREET","Closed","The Department of Environmental Protection investigated this complaint and determined it is an inside condition within the complainant's property."
"2026-03-17T08:15:38.000","DOT","Street Condition","Pothole","QUEENS","11432",,,,"CHARLECOTE RIDGE","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:15:07.000","DSNY","Missed Collection","Bulky Trash","BROOKLYN","11204","40.617063944595166","-73.98059618149705","Street","61 STREET","Closed","The Department of Sanitation collected the requested items."
"2026-03-17T08:14:28.000","DOT","Sidewalk Condition","Broken Sidewalk","BROOKLYN","11205","40.69338261287985","-73.95240676807721","Sidewalk","WILLOUGHBY AVENUE","In Progress",
"2026-03-17T08:14:24.000","DPR","Damaged Tree","Branch Cracked and Will Fall","QUEENS","11374","40.71882823381114","-73.8623460713693","Street","66 AVENUE","Closed","NYC Parks visited the site and inspected the condition. No work is necessary at this time."
"2026-03-17T08:14:23.000","DOT","Street Condition","Pothole","QUEENS","11377",,,,"LAUREL HILL BOULEVARD","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:14:17.000","DOT","Street Condition","Pothole","QUEENS","11375","40.726570171449424","-73.852639274396",,,"Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:14:00.000","DOT","Street Light Condition","Street Light Out","QUEENS","11417","40.66928974896895","-73.84243447943884",,,"Assigned","Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below."
"2026-03-17T08:14:00.000","DEP","Water System","Hydrant Running (WC3)","BROOKLYN","11225","40.66308949199978","-73.96238749617706",,,"Closed","The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:13:52.000","DOT","Street Condition","Failed Street Repair","BROOKLYN","11219","40.62775081160934","-73.99253191825082","Street","15 AVENUE","Closed","The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work."
