sample_id,created_date,agency,complaint_type,descriptor,borough,incident_zip,latitude,longitude,location_type,street_name,status,resolution_description,request_month,request_hour,feature_text,maintenance_group
REQ-00001,2026-03-23 02:07:00,DOT,Street Condition,Pothole,QUEENS,11432,,,,GRAND CENTRL PARKWAY,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,2,pothole |  | grand centrl parkway | queens | dot | closed,pavement_surface
REQ-04374,2026-03-19 16:56:20,DOT,Street Condition,Pothole,MANHATTAN,10024,40.7901865132696,-73.97690549722878,,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,3,16,pothole |  |  | manhattan | dot | closed,pavement_surface
REQ-04375,2026-03-19 16:56:18,DSNY,Missed Collection,Bulky Recycling,BROOKLYN,11231,40.68471622876253,-73.99875605923283,Street,DEGRAW STREET,Closed,The Department of Sanitation collected the requested items.,3,16,bulky recycling | street | degraw street | brooklyn | dsny | closed,sanitation
REQ-04376,2026-03-19 16:56:00,DEP,Water System,Leak (Use Comments) (WA2),MANHATTAN,10009,40.72628126680944,-73.98033347711242,,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,16,leak (use comments) (wa2) |  |  | manhattan | dep | closed,water_network
REQ-04377,2026-03-19 16:55:00,DEP,Water System,Hydrant Leaking (WC1),BROOKLYN,11234,40.61834654768899,-73.90834966944607,,EAST   69 STREET,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,16,hydrant leaking (wc1) |  | east   69 street | brooklyn | dep | closed,water_network
REQ-04378,2026-03-19 16:54:21,DOT,Sidewalk Condition,Sidewalk Violation,BROOKLYN,11201,40.697416166993335,-73.99481772930517,Sidewalk,HICKS STREET,In Progress,,3,16,sidewalk violation | sidewalk | hicks street | brooklyn | dot | in progress,pedestrian_infrastructure
REQ-04379,2026-03-19 16:53:00,DEP,Water System,Hydrant Leaking (WC1),QUEENS,11414,40.663682898457445,-73.84097708996923,,CROSS BAY BOULEVARD,Open,,3,16,hydrant leaking (wc1) |  | cross bay boulevard | queens | dep | open,water_network
REQ-04380,2026-03-19 16:52:27,DOT,Sidewalk Condition,Broken Sidewalk,QUEENS,11109,40.744752956981145,-73.95797104482422,Sidewalk,CENTER BOULEVARD,In Progress,,3,16,broken sidewalk | sidewalk | center boulevard | queens | dot | in progress,pedestrian_infrastructure
REQ-04381,2026-03-19 16:51:44,DOT,Street Condition,Pothole,MANHATTAN,10029,40.79600602558187,-73.93540919063074,,,Closed,The Department of Transportation inspected this complaint and found that the problem was fixed.,3,16,pothole |  |  | manhattan | dot | closed,pavement_surface
REQ-04382,2026-03-19 16:50:35,DOT,Sidewalk Condition,Sidewalk Collapsed,QUEENS,11375,40.717098530111414,-73.83483252916757,Sidewalk,QUEENS BOULEVARD,In Progress,,3,16,sidewalk collapsed | sidewalk | queens boulevard | queens | dot | in progress,pedestrian_infrastructure
REQ-04383,2026-03-19 16:49:23,DPR,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,BRONX,10460,40.839370622807,-73.87593831717192,Street,BRONX PARK AVENUE,In Progress,,3,16,trees and sidewalks program | street | bronx park avenue | bronx | dpr | in progress,water_network
REQ-04384,2026-03-19 16:49:00,DEP,Water System,Hydrant Running (WC3),STATEN ISLAND,10310,40.62645170649362,-74.12658030476986,,GREENLEAF AVENUE,Open,,3,16,hydrant running (wc3) |  | greenleaf avenue | staten island | dep | open,water_network
REQ-04385,2026-03-19 16:48:55,DOT,Street Condition,Pothole,STATEN ISLAND,10304,,,,RARITAN AVENUE,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,16,pothole |  | raritan avenue | staten island | dot | open,pavement_surface
REQ-04386,2026-03-19 16:48:28,DOT,Street Condition,Pothole,BRONX,10452,40.836109332951686,-73.92237130532254,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,16,pothole |  |  | bronx | dot | closed,pavement_surface
REQ-04387,2026-03-19 16:47:41,DOT,Street Condition,Pothole,QUEENS,11417,,,,92 STREET,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,16,pothole |  | 92 street | queens | dot | open,pavement_surface
REQ-04388,2026-03-19 16:47:35,DOT,Street Condition,Defective Hardware,BROOKLYN,11206,40.70154437822707,-73.93836430222856,Street,FLUSHING AVENUE,In Progress,,3,16,defective hardware | street | flushing avenue | brooklyn | dot | in progress,pavement_surface
REQ-04389,2026-03-19 16:46:00,DOT,Sidewalk Condition,Sidewalk Violation,BROOKLYN,11201,40.69757810482336,-73.99474198397657,Sidewalk,HICKS STREET,In Progress,,3,16,sidewalk violation | sidewalk | hicks street | brooklyn | dot | in progress,pedestrian_infrastructure
REQ-04390,2026-03-19 16:46:00,DEP,Water System,No Water (WNW),QUEENS,11429,40.702537078244355,-73.7359539870704,,113 DRIVE,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,3,16,no water (wnw) |  | 113 drive | queens | dep | closed,water_network
REQ-04391,2026-03-19 16:45:45,DOT,Street Condition,Pothole,MANHATTAN,10032,40.83923235901528,-73.94554424821676,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,16,pothole |  |  | manhattan | dot | closed,pavement_surface
REQ-04392,2026-03-19 16:45:13,DOT,Street Condition,Pothole,STATEN ISLAND,10308,,,,LEVERETT AVENUE,Closed,The Department of Transportation inspected this complaint and repaired the problem.,3,16,pothole |  | leverett avenue | staten island | dot | closed,pavement_surface
REQ-04393,2026-03-19 16:45:00,DEP,Water System,Leak (Use Comments) (WA2),QUEENS,11432,40.720637213249425,-73.80218240714578,,165 STREET,Open,,3,16,leak (use comments) (wa2) |  | 165 street | queens | dep | open,water_network
REQ-04394,2026-03-19 16:44:04,DOT,Street Condition,Pothole,MANHATTAN,10032,40.838560051668395,-73.94585559942595,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,16,pothole |  |  | manhattan | dot | closed,pavement_surface
REQ-04395,2026-03-19 16:43:34,DOT,Street Condition,Plate Condition - Noisy,MANHATTAN,10003,40.7328887462975,-73.98620212061955,Street,EAST 14 STREET,In Progress,,3,16,plate condition - noisy | street | east 14 street | manhattan | dot | in progress,pavement_surface
REQ-04396,2026-03-19 16:43:11,DOT,Street Condition,Pothole,QUEENS,11691,40.59593450966649,-73.75961900318042,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,16,pothole |  |  | queens | dot | open,pavement_surface
REQ-04397,2026-03-19 16:42:07,DOT,Sidewalk Condition,Metal Protruding - Sign Stump,BROOKLYN,11213,40.66962951085779,-73.93105439982604,Sidewalk,UTICA AVENUE,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",3,16,metal protruding - sign stump | sidewalk | utica avenue | brooklyn | dot | closed,pedestrian_infrastructure
REQ-04398,2026-03-19 16:41:49,DOT,Street Condition,Pothole,BRONX,10453,40.8542443268048,-73.91556874260317,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,16,pothole |  |  | bronx | dot | open,pavement_surface
REQ-04399,2026-03-19 16:41:40,DOT,Street Condition,Pothole,QUEENS,11373,,,,54 AVENUE,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,16,pothole |  | 54 avenue | queens | dot | open,pavement_surface
REQ-04400,2026-03-19 16:41:36,DOT,Street Condition,Plate Condition - Noisy,MANHATTAN,10003,40.732861290954354,-73.98613717815391,Street,EAST 14 STREET,In Progress,,3,16,plate condition - noisy | street | east 14 street | manhattan | dot | in progress,pavement_surface
REQ-04401,2026-03-19 16:41:26,DOT,Street Condition,Pothole,QUEENS,11358,,,,193 STREET,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,16,pothole |  | 193 street | queens | dot | open,pavement_surface
REQ-04402,2026-03-19 16:41:00,DEP,Water System,Leak (Use Comments) (WA2),MANHATTAN,10065,40.76823495761511,-73.96882637962014,,EAST   66 STREET,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",3,16,leak (use comments) (wa2) |  | east   66 street | manhattan | dep | closed,water_network
REQ-04403,2026-03-19 16:40:59,DOT,Street Condition,Pothole,MANHATTAN,10019,40.764113254415264,-73.98849517335509,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,16,pothole |  |  | manhattan | dot | open,pavement_surface
REQ-04404,2026-03-19 16:40:29,DOT,Street Condition,Pothole,BRONX,10453,40.85487375097522,-73.91678976333644,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,16,pothole |  |  | bronx | dot | closed,pavement_surface
REQ-04405,2026-03-19 16:40:04,DOT,Street Condition,Pothole,QUEENS,11358,,,,FRANCIS LEWIS BOULEVARD,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,16,pothole |  | francis lewis boulevard | queens | dot | open,pavement_surface
REQ-04406,2026-03-19 16:39:59,DOT,Street Condition,Pothole,BROOKLYN,11212,,,,EAST   94 STREET,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,16,pothole |  | east   94 street | brooklyn | dot | open,pavement_surface
REQ-04407,2026-03-19 16:39:00,DEP,Water System,Leak (Use Comments) (WA2),STATEN ISLAND,10314,40.60961191115305,-74.11391766055007,,SCHMIDTS LANE,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,16,leak (use comments) (wa2) |  | schmidts lane | staten island | dep | closed,water_network
REQ-04408,2026-03-19 16:38:49,DOT,Street Condition,Pothole,BRONX,10453,40.853941752815935,-73.91467627092162,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,16,pothole |  |  | bronx | dot | closed,pavement_surface
REQ-04409,2026-03-19 16:37:17,DOT,Street Condition,Pothole,MANHATTAN,10010,,,,WEST   23 STREET,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,16,pothole |  | west   23 street | manhattan | dot | open,pavement_surface
REQ-04410,2026-03-19 16:35:12,DOT,Street Condition,Plate Condition - Noisy,MANHATTAN,10002,40.7147002676757,-73.97581340579393,Street,WILLIAMSBURG BRIDGE,In Progress,,3,16,plate condition - noisy | street | williamsburg bridge | manhattan | dot | in progress,pavement_surface
REQ-04411,2026-03-19 16:34:00,DOT,Street Light Condition,Street Light Out,BRONX,10473,40.81540587498173,-73.85870339923045,,,Open,,3,16,street light out |  |  | bronx | dot | open,lighting
REQ-04412,2026-03-19 16:33:10,DSNY,Missed Collection,Trash,BROOKLYN,11211,40.70773071784929,-73.963195494779,Street,DIVISION AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,3,16,trash | street | division avenue | brooklyn | dsny | closed,sanitation
REQ-04413,2026-03-19 16:33:00,DOT,Street Light Condition,Street Light Out,STATEN ISLAND,10310,40.62851073397382,-74.12866290597216,,,Open,,3,16,street light out |  |  | staten island | dot | open,lighting
REQ-04414,2026-03-19 16:32:44,DSNY,Missed Collection,Trash,BRONX,10469,40.87215108354301,-73.85513335124911,Street,BOSTON ROAD,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,3,16,trash | street | boston road | bronx | dsny | closed,sanitation
REQ-04415,2026-03-19 16:32:34,DSNY,Missed Collection,Bulky Trash,QUEENS,11373,40.73406773785918,-73.87239617924077,Street,QUEENS BOULEVARD,In Progress,The Department of Sanitation (DSNY) investigated your report. DSNY uses a split body truck to collect your trash and composting on your recycling day. Large items cannot always fit in these types of trucks. Please set out large items on your non-recycling day.,3,16,bulky trash | street | queens boulevard | queens | dsny | in progress,sanitation
REQ-04416,2026-03-19 16:31:48,DOT,Street Condition,Plate Condition - Noisy,MANHATTAN,10003,40.73287501863051,-73.98616964938003,Street,EAST 14 STREET,In Progress,,3,16,plate condition - noisy | street | east 14 street | manhattan | dot | in progress,pavement_surface
REQ-04417,2026-03-19 16:31:38,DOT,Street Condition,Pothole,BROOKLYN,0,,,,KINGS HIGHWAY,Closed,The Department of Transportation inspected this complaint and repaired the problem.,3,16,pothole |  | kings highway | brooklyn | dot | closed,pavement_surface
REQ-04418,2026-03-19 16:31:16,DPR,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,BROOKLYN,11228,40.61846993137993,-74.01504575029044,Street,82 STREET,In Progress,,3,16,trees and sidewalks program | street | 82 street | brooklyn | dpr | in progress,water_network
REQ-04419,2026-03-19 16:31:11,DOT,Street Condition,Pothole,BRONX,10470,40.89552195653876,-73.86401656648725,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,16,pothole |  |  | bronx | dot | open,pavement_surface
REQ-04420,2026-03-19 16:31:07,DPR,Damaged Tree,Branch or Limb Has Fallen Down,QUEENS,11426,40.74142386908975,-73.72263168596395,Street,247 STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",3,16,branch or limb has fallen down | street | 247 street | queens | dpr | in progress,urban_forestry
